P00,P01,P02,Activity
-3.064351052,-0.930683136,1.138774019,4
-3.097102207,-1.001385808,1.153742767,4
-1.889957826,1.039576741,0.325220333,4
-2.642664475,0.78104383,0.465363263,4
-2.732435443,0.38581413,0.649737167,4
-2.443567667,0.822856684,0.50970849,4
-2.368281825,1.074112237,0.340744593,4
-2.552618431,0.623876812,0.685325627,4
-2.922375754,-0.290771444,0.867275696,4
-3.05094688,-0.892013,1.157161741,4
-3.035905034,-0.934889494,1.20837996,4
-3.024514387,-0.448763323,1.031707844,4
-2.954685501,-0.525016594,1.070000158,4
-2.955855268,-0.605728958,1.021997592,4
-3.013376192,-0.575409589,0.894309953,4
-3.070426053,-0.845834154,0.792203956,4
-3.02423077,-0.727731343,0.880452863,4
-3.042183217,-0.762243802,1.02267127,4
-2.960852929,-0.797314855,1.061939536,4
-1.121389019,1.012340148,-1.963758522,6
-2.03639829,0.984526168,-1.894434716,6
-2.817988203,0.669069822,-1.849674528,6
-3.078150311,-0.187073171,-1.46722667,6
-3.128860049,-0.79291069,-1.217726228,6
-3.183184423,-1.138975539,-0.936786076,6
-3.097260996,-0.25772196,-1.491312472,6
-3.105853758,-0.721725806,-1.272223423,6
-3.06041668,-1.085855374,-0.917414374,6
-2.985873846,-0.452567688,-1.093598902,6
-3.071021339,-0.545753468,-1.204367044,6
-3.097170126,-0.750329192,-1.205434973,6
-3.072620155,-0.745264671,-1.12234505,6
-2.174583095,0.130243295,-1.510585677,6
-1.261152163,0.779428247,-1.634877975,6
-1.454210425,0.433283425,-1.478995459,6
-2.096659322,0.07062963,-1.334094251,6
-2.965906229,0.075339752,-1.46041915,6
-3.055765554,-0.519930227,-1.052929259,6
-3.121253986,-0.646781155,-1.117818956,6
-3.057976304,-0.183045055,-1.494624551,6
-3.015469896,-0.328278392,-1.265067713,6
-3.09344123,-0.681814418,-1.153373843,6
-3.165526754,-0.956706109,-1.146849358,6
-3.205752634,-0.857669824,-1.099747941,6
-3.095989275,-0.124947846,-1.342696411,6
-2.96950967,-0.220589408,-1.257495915,6
-3.008801566,-0.557922788,-1.192861438,6
-3.149225653,-0.740564554,-1.080730827,6
-3.152901792,-0.683693619,-1.166031895,6
-3.129077116,-0.290435692,-1.343340604,6
-3.083480877,-0.339538141,-1.218861741,6
-3.096799359,-0.741469127,-1.048639791,6
-3.127180743,-0.847586114,-0.978267178,6
-2.402621146,0.021586608,-1.291783269,6
2.039722484,0.425878122,0.288068142,1
2.409988608,0.053958974,0.121260597,1
2.446557298,0.087919666,0.165543899,1
2.565632722,0.132401503,0.077813429,1
2.388879587,0.283882024,0.138047305,1
2.532425032,0.022799613,0.132637372,1
2.580673054,-0.039295553,0.039219311,1
2.738260371,-0.061177593,0.119509137,1
2.588788682,-0.064034562,0.099130834,1
2.494593658,0.044605832,0.04783824,1
2.501430327,0.041539181,0.233844492,1
2.46494533,0.005521232,0.212417947,1
2.704988833,-0.024823166,0.189666973,1
2.821334334,-0.239161392,0.179915112,1
2.81529768,-0.239705474,0.209781342,1
2.700604707,-0.047438494,0.149119613,1
2.55619563,0.056165645,0.181465141,1
2.22429248,0.221415269,0.100679207,1
2.438819033,0.076274486,0.085043464,1
2.345484531,0.18968247,0.165174437,1
2.368819057,0.104640851,0.21501921,1
2.3828834,0.256179196,0.1340468,1
2.469157051,0.076540089,0.213485912,1
2.722727176,-0.285054902,0.330325167,1
2.649427853,-0.201109533,0.227869189,1
2.60147561,-0.239040794,0.201330246,1
2.606653393,-0.26932581,0.305978412,1
2.583987947,-0.075942201,0.36736665,1
2.694666656,-0.04662194,0.238932025,1
2.68025752,-0.116723446,0.203814279,1
2.696374705,-0.099936233,0.216918651,1
2.737591997,-0.048133069,0.251862447,1
2.54854267,0.278623015,0.07267675,3
2.37356851,0.188374449,0.131412055,3
2.410681492,0.388865289,-0.073923764,3
2.660786221,0.527859432,-0.012624975,3
2.889642418,0.370520535,0.004618167,3
2.895016365,0.618860169,-0.242754889,3
2.595748026,0.52623408,-0.102533387,3
2.92931588,0.221478272,-0.178074196,3
2.349313148,1.011145108,0.041881073,2
2.224610595,1.121509061,-0.130950297,2
2.54309313,1.208874831,-0.135558939,2
2.810527372,0.860333426,-0.235596445,2
2.70804941,0.875323803,-0.23120351,2
2.467802616,0.628635446,0.040433912,2
2.067927894,0.856881343,-0.047006245,2
2.304863232,1.125973297,-0.140052968,2
3.472459088,0.186849744,-0.004998976,3
3.016897664,0.473677399,-0.104993275,3
3.16690856,0.563762434,-0.248061599,3
3.356312783,0.390169643,-0.155229688,3
3.376833604,0.226384489,-0.209158004,3
3.834941303,0.235645722,-0.272563153,3
3.390404298,0.321341213,-0.345011488,3
3.131432665,0.198380614,-0.079597409,3
2.995261455,0.80730026,0.04038284,2
2.737536921,0.984511138,0.027592189,2
3.252097711,0.975541112,-0.181674231,2
3.357499238,0.593454493,-0.128301079,2
2.956617009,0.754288378,-0.145313812,2
2.983118559,0.765943321,-0.04015842,2
2.504435037,0.73126773,-0.056315937,2
2.440913044,0.891752078,0.044105554,2
4.13951171,0.028749872,-0.237840164,3
4.338437097,0.069240649,-0.226997123,3
4.326842341,-0.265126279,-0.22343493,3
4.317257771,-0.355012146,-0.29126517,3
4.180773528,-0.030211989,-0.076692352,3
4.273057682,-0.024694675,-0.332727321,3
4.119588335,-0.210472187,-0.169886586,3
3.064948358,0.46922681,0.008664658,2
3.39870955,0.342709235,0.019728067,2
3.557305955,0.321126033,-0.136343267,2
3.114243889,0.516681969,-0.052217828,2
3.218003887,0.467738265,0.016357213,2
3.329098159,0.359019849,0.034470395,2
2.855690829,0.786902762,-0.090937045,2
2.905996292,0.728017283,-0.041470472,2
-1.409625883,0.460416005,0.856115727,5
-1.741744567,1.14809914,0.856549816,5
-2.256495466,0.971112369,0.961191212,5
-2.706794297,0.613952002,0.801720805,5
-2.893107085,0.049709004,0.965205727,5
-3.001607942,-0.444032223,1.093093425,5
-2.881976351,-0.209414966,1.096899815,5
-2.751244316,0.508148069,0.959936571,5
-2.78912278,0.193814498,1.044399533,5
-2.885627692,0.145556224,0.893715482,5
-2.92625433,0.13158309,0.563300503,5
-2.954242008,-0.156053041,0.678432993,5
-2.968334557,-0.249067013,0.744344311,5
-2.977688236,-0.363534361,1.100632304,5
-2.989825718,-0.243631668,0.854153044,5
-2.977802786,-0.261446501,0.840628002,5
-2.971674361,-0.33939499,0.860828231,5
-1.388535686,1.742920762,0.174002512,5
-2.470821599,1.391104228,0.43060451,5
-2.777386694,0.507418362,0.910145582,5
-2.776418334,0.464691977,0.914782167,5
-2.810370394,0.291695249,0.992845141,5
-2.82429156,-0.095184094,0.963502235,5
-2.854346922,-0.278218615,0.961352823,5
-2.855350742,-0.257525723,0.908728895,5
-2.954580785,-0.184455201,0.918704078,5
-2.920348303,-0.116878352,1.051670806,5
-2.839829762,0.116520807,0.883465424,5
-2.83701492,0.415264445,0.799328481,5
-2.865731052,-0.088614597,1.045492761,5
-2.822560066,-0.079589055,0.969604537,5
-2.796678062,-0.060356721,1.0189529,5
-2.847792317,-0.01005166,0.697001195,5
-2.878381047,-0.070562208,0.700074826,5
-2.446868903,0.086274829,1.102464362,5
-1.72096746,1.219487223,0.41269726,4
-2.683302056,1.037213795,0.184121887,4
-2.835777707,0.328794353,0.812393571,4
-2.449966985,0.414216899,0.83508103,4
-2.391996992,0.496576456,0.851324527,4
-2.533870634,0.727888022,0.677871749,4
-2.719498092,0.532678741,0.73550636,4
-2.993590614,0.202804757,0.496747096,4
-3.016959355,-0.022119753,0.700309724,4
-3.058200918,-0.768483576,1.05354621,4
-3.142140451,-1.093757768,1.095011603,4
-3.127641908,-0.540328929,0.837986128,4
-2.982563097,-0.189426931,0.766912662,4
-2.993834238,-0.384387396,0.954376789,4
-3.052218527,-0.681016726,1.060127211,4
-2.799941376,-0.672292675,1.073949605,4
-1.432679953,1.777360396,0.138582742,4
-2.465000415,1.179801605,0.044543653,4
-2.724341162,0.720310127,0.425277863,4
-2.765616295,0.194317831,0.664779737,4
-2.871676984,0.191985905,0.915893359,4
-2.951970016,-0.188772834,1.08125333,4
-2.940894547,0.275209926,0.845678472,4
-2.862553404,0.299976594,0.899907468,4
-2.993925088,-0.000355449,0.983792766,4
-2.93597044,-0.41529283,1.178577627,4
-2.959542351,-0.209845043,1.05517305,4
-2.969625282,-0.467140543,1.077803193,4
-2.961419281,-0.700398603,1.138743754,4
-2.967527908,-0.43455789,1.130063388,4
-2.999848034,-0.274489386,1.081045602,4
-0.502667073,0.611524852,-1.75418937,6
-1.207917429,0.838753477,-1.55799618,6
-1.590501508,0.986828097,-1.761123625,6
-2.34980228,-0.051087894,-1.311016727,6
-2.704554508,-0.850580941,-1.057727583,6
-3.066438494,-0.693355116,-1.183824262,6
-3.126541588,-0.27314938,-1.506133756,6
-3.163525801,-0.624120182,-1.355708545,6
-3.190218949,-1.260456978,-1.135339585,6
-3.179004363,-1.006321711,-1.244244551,6
-3.075350336,-0.243078492,-1.556797359,6
-3.140907134,-0.052571141,-1.582783985,6
-3.183805254,-0.410265226,-1.573046315,6
-3.097386239,-0.321163295,-1.494864289,6
-2.965761798,0.114012867,-1.717652572,6
-1.80856896,0.927405209,-1.936602942,6
-2.124898131,0.421593202,-1.488920588,6
-2.602326456,0.112571318,-1.415783312,6
-3.227042545,-1.154897375,-1.021715793,6
-3.250344848,-1.215100337,-0.955482706,6
-3.197516014,-0.543255986,-1.476452323,6
-3.240134929,-0.735316311,-1.321355428,6
-3.223858716,-0.856649531,-1.386961065,6
-3.182916107,-0.56665503,-1.413599428,6
-3.199088332,-0.429403881,-1.365199838,6
-3.229223749,-0.572602471,-1.473804005,6
-3.188814496,-0.590323306,-1.45474431,6
-3.196780261,-0.199416008,-1.752485263,6
-3.305763017,-0.579657789,-1.438987773,6
-3.239913267,-0.709711213,-1.461709913,6
-3.226160063,-1.097064686,-1.206447637,6
-3.142241615,-0.601786678,-1.487845858,6
-3.164153612,-0.223307387,-1.770646435,6
-3.186907038,-0.407550422,-1.562590753,6
-3.192836797,-0.766045401,-1.277456176,6
-2.827776059,-0.458655333,-1.16881073,6
2.535191704,0.665777739,-0.110346133,1
2.794663244,0.586876012,0.028989288,1
2.944050064,0.151755838,0.077187007,1
2.593768052,0.195596667,0.151076162,1
2.541252156,0.362925732,0.077038668,1
2.7238806,0.307241265,0.176369912,1
2.60601312,0.421340203,0.155920932,1
2.489599747,0.522144954,0.170519312,1
2.403434403,0.649559939,0.058704729,1
2.344592114,0.697888257,0.110572922,1
2.615959736,0.637543561,0.072595796,1
2.780623141,0.40014748,0.128821205,1
2.738061237,0.06250654,0.151421123,1
2.669655596,0.158177668,0.124105387,1
2.546418827,0.290665406,0.175157594,1
2.753495783,0.587618899,-0.013990266,1
2.878450651,0.34827855,0.19019767,1
2.943381707,0.0995033,0.164992504,1
2.74660431,0.319200392,0.131886547,1
2.851745621,0.272400506,0.099375539,1
2.845457325,0.165190771,-0.00274386,1
2.857414222,0.065959786,0.099519711,1
3.028020166,-0.028720882,0.259650192,1
3.080420714,-0.098538808,0.254364694,1
2.816150351,0.120186775,0.26755161,1
2.803176365,0.173923257,0.250809749,1
2.98387632,0.066243479,0.194397941,1
2.892624666,0.333862593,0.228015264,1
2.743620324,0.177464023,0.229972921,1
2.432554712,0.734365104,0.030066284,3
2.702619119,0.556687631,0.020113677,3
3.070286913,0.320654984,0.131383525,3
3.317154059,0.070304124,0.086165655,3
3.163541512,0.443033371,0.021885355,3
2.820553248,0.658754025,-0.149502862,3
2.804941492,0.60450758,-0.223049728,3
2.783946184,0.578582908,-0.148322255,3
3.244229733,0.781572055,-0.066519987,3
3.463750038,0.469018336,-0.002278105,3
3.695972856,0.414316544,-0.120652705,3
3.44929092,0.402818888,-0.166517988,3
3.311870136,0.607651844,-0.072706004,3
3.430367475,0.231935667,0.012300736,3
3.288008587,0.452834696,-0.235163624,3
2.305744457,1.059962471,-0.180268619,2
2.260284433,0.965732218,0.050478488,2
2.39474193,0.992820801,-0.185392348,2
2.678008721,1.099999422,-0.235645719,2
2.163973404,1.196216923,-0.153206015,2
2.117846965,1.501344649,-0.033279311,2
2.1954581,1.370045821,-0.049287079,2
2.016954394,1.316434161,-0.040543053,2
2.53326953,1.040072521,-0.266311835,2
2.504508827,0.870236518,-0.154989309,2
3.008719062,0.890541211,-0.045075067,2
2.835719721,0.925586916,-0.043929509,2
2.576010898,0.676521919,-0.118731883,2
2.753649119,0.71843473,-0.001990964,2
2.437495558,0.875288274,0.031588279,2
2.157094045,1.067667834,-0.075884957,2
2.875529646,0.754138545,-0.146820279,2
2.67616683,0.727767417,0.042338791,2
2.945681841,0.955719998,-0.077850819,2
2.812513573,0.660131975,-0.210502559,2
2.564580352,0.5179467,-0.122500951,2
2.712230526,1.08051306,-0.288482269,2
2.82297089,0.632817877,-0.050968824,2
2.551031368,0.824137665,-0.156809191,2
2.851032355,0.783806685,0.035572998,3
3.124005814,0.758434231,0.061331713,3
3.343319353,0.555938615,-0.16732498,3
3.73860847,0.226977781,0.025177856,3
3.336793947,0.08473932,-0.077327403,3
3.375241793,0.371811763,0.001077647,3
3.558076888,0.268721905,-0.092637797,3
3.236467285,0.247953771,-0.123978057,3
-1.832879607,0.771184608,0.587451117,5
-2.313286777,0.991573071,0.424027488,5
-2.274690335,1.033362374,0.659042183,5
-2.086364988,0.933456473,0.696558503,5
-2.334105409,0.573948557,0.899274227,5
-2.73136242,-0.007375073,0.98783524,5
-2.746171497,0.366302401,0.918208417,5
-2.756340544,0.197902724,0.927698829,5
-2.737132616,0.236101624,0.799268348,5
-2.6279628,0.144850018,0.987176764,5
-2.741929156,0.024920661,0.999376538,5
-2.913209363,-0.547743666,1.032208095,5
-2.835807269,-0.208480363,0.90882485,5
-2.863697484,-0.403316802,0.865780795,5
-2.957943003,-0.422150183,0.838444792,5
-2.797425162,-0.016346163,0.959834906,5
-2.448301543,0.586119875,0.856977084,5
-2.134474685,0.868897004,0.882630863,5
-2.299347504,0.391145765,0.688411595,5
-2.661858181,0.21536937,0.899170693,5
-1.168455308,1.250042229,0.389893525,5
-1.240984392,0.614150814,0.821547725,5
-2.018671102,0.429166148,0.764267246,5
-2.780746863,0.431441161,0.411346708,5
-2.281620157,0.354687634,1.045545488,5
-2.27884611,0.346859783,0.720750621,5
-2.670510214,0.062020721,0.727226868,5
-2.882922201,-0.02576701,0.897383945,5
-2.939315544,-0.082620965,0.92991843,5
-2.99316776,-0.405216364,0.886738651,5
-2.992408849,-0.54207654,1.069996271,5
-2.964695709,-0.373384072,1.177004286,5
-2.925898499,-0.326722389,1.088293709,5
-2.744071807,-0.07689746,0.901033922,5
-2.743229639,0.002198438,0.786491201,5
-2.869618433,-0.010197333,0.876482815,5
-2.92138149,-0.09105658,0.963860644,5
-2.966189559,-0.080154153,0.92648327,5
-2.93152307,-0.392286872,0.849266634,5
-2.829972974,0.259895597,0.877416738,5
-2.799301853,0.397548097,0.936713628,5
-2.160598165,1.115771593,-1.047076827,4
-2.570773148,0.778048806,-0.763650245,4
-2.621595539,0.685404493,-0.812949152,4
-2.562582864,0.333307899,-0.936907041,4
-2.631024269,0.117273538,-0.82421454,4
-2.678568792,-0.246462655,-0.604472758,4
-2.734557135,-0.384568715,-0.45093407,4
-2.79028975,-0.631587392,-0.419113716,4
-2.896756276,-0.655055423,-0.370325379,4
-3.017214441,-0.407171868,-0.598778367,4
-3.124382596,-0.664250488,-0.444637486,4
-3.088935845,-0.515425002,-0.472852239,4
-3.030818846,-0.323443744,-0.607437714,4
-3.053357466,-0.485810236,-0.468801797,4
-3.088642614,-0.6922893,-0.347914711,4
-3.105009001,-0.817786264,-0.334165406,4
-3.097202054,-0.563158713,-0.57498861,4
-3.162395413,-0.724159089,-0.558317301,4
-3.098963523,-0.677925411,-0.571512627,4
-1.68398112,1.809830063,-0.521381889,4
-2.385138846,0.940032556,-0.047425225,4
-2.180772171,0.805777969,-0.094938185,4
-2.101998327,1.285957349,-0.31520992,4
-2.01006497,0.898946013,-0.140326853,4
-2.232904807,0.664703409,0.012410395,4
-2.359432771,0.921557338,-0.136661873,4
-2.371347358,0.60333295,0.001336029,4
-2.518059238,0.804572916,-0.287505644,4
-2.757781334,0.326865153,-0.387314214,4
-2.587813651,0.308177183,-0.205714172,4
-2.620325826,0.192162569,-0.081763354,4
-2.8736267,0.073816453,-0.02606375,4
-2.87982674,0.096019428,-0.083256725,4
-2.818553817,0.154155388,-0.044560566,4
-2.656681488,0.401672703,-0.114068537,4
-2.694245215,0.235088108,0.039916389,4
-2.798179385,0.258251564,-0.038444466,4
-2.450698417,0.076521884,-1.524463012,6
-2.90532434,-0.22511372,-1.163470542,6
-3.031910899,-1.024004016,-1.043168314,6
-3.069061492,-1.3363442,-1.035308403,6
-3.166956593,-0.932410799,-1.226303385,6
-2.943327431,-0.365674067,-1.298691391,6
-2.849027146,-0.158712089,-1.333590673,6
-2.775521907,-0.576228994,-1.218385721,6
-2.890279269,-0.929595947,-1.211337692,6
-3.179357032,-1.36998603,-1.081582413,6
-3.090509399,-0.997899915,-1.137227185,6
-2.976312303,-1.331634546,-1.055258709,6
-2.902335876,-1.508474631,-1.046231878,6
-3.00440936,-1.522474043,-0.916461557,6
-3.127955144,-1.419848202,-0.956466381,6
-3.196316566,-1.330665315,-1.033747456,6
-3.211088109,-1.252646641,-0.943664098,6
-3.220352521,-1.317901335,-0.932842366,6
-3.238516471,-1.405778607,-0.941248149,6
-3.227294451,-1.434224132,-0.852117425,6
-3.311507521,-1.47026558,-1.058945275,6
-2.05303009,0.531579222,-1.970209162,6
-2.686019665,0.163502105,-1.83856729,6
-2.942717953,-0.551477231,-1.295742086,6
-3.025530043,-0.788209422,-1.17789252,6
-3.124921601,-1.088634224,-1.25186029,6
-3.133975689,-1.418384932,-0.93054937,6
-3.147221642,-1.606012518,-0.847027037,6
-3.220413211,-1.809221569,-0.892000353,6
-3.216985592,-1.42792274,-1.019771587,6
-3.167610573,-1.340939356,-1.051105612,6
-3.086366798,-1.214466726,-1.166290858,6
-3.113701223,-1.241984676,-1.231398334,6
-3.238069026,-1.498656477,-1.160391548,6
-3.200092787,-1.605298639,-0.942282384,6
-3.192786979,-1.74265986,-0.879563463,6
-3.189141637,-1.496931953,-0.9531431,6
-3.125760902,-1.453970577,-0.929507864,6
-3.148121102,-1.728242176,-0.885600579,6
-3.159211179,-1.801099439,-0.930278339,6
-2.791178079,-1.388262183,-0.955686237,6
3.832955613,-0.417421848,0.25037682,1
4.23410336,-0.764388794,0.239209049,1
4.34300992,-0.818842574,0.185781173,1
4.214952461,-0.721970973,0.112092153,1
4.125405232,-0.767905352,-0.062098619,1
4.287464424,-1.019559913,0.146133631,1
4.15274908,-0.93832693,0.160916492,1
3.898879664,-0.6866906,0.147850588,1
4.128305432,-0.964825934,0.093816995,1
4.47699552,-1.236266828,0.153938428,1
3.934991182,-0.95741739,0.129543809,1
3.164216982,-0.299509161,0.145253377,1
3.222967251,-0.393493444,0.105837009,1
3.413056685,-0.508620629,0.200537935,1
3.618979841,-0.129594417,0.242350858,1
4.393148287,-0.754562609,0.171539899,1
4.251304826,-0.613097519,0.135348286,1
3.939140318,-0.676432935,0.09267956,1
3.740201052,-0.507443634,0.005535717,1
4.295938967,-0.731821102,-0.045514083,1
4.386218723,-0.806555503,-0.099109099,1
4.100798898,-0.685373852,0.086109913,1
4.132818515,-0.603895295,0.009181858,1
4.650604307,-1.146312205,-0.088592255,1
4.718427548,-1.515478758,0.203984316,1
4.519701,-1.410108198,0.199098697,1
4.642084543,-1.298459165,0.24960848,1
5.584526117,-1.257643619,0.039228962,3
5.795619388,-1.391792906,-0.116815664,3
5.190228479,-0.977368468,-0.198499535,3
4.509112184,-1.004004443,0.008758436,3
4.834771344,-0.881036026,0.069776732,3
4.52138491,-0.511398423,0.067859268,3
4.195418044,-0.567332304,0.050266272,3
5.591180558,-1.094684556,-0.016262941,3
6.12163206,-1.62265848,-0.256638071,3
6.839689389,-2.035162568,-0.207818565,3
5.980679742,-1.665528849,-0.057162834,3
5.88693429,-1.58142755,0.055035481,3
6.874257231,-2.053290759,-0.055812921,3
7.512383009,-2.399735243,-0.315756821,3
2.744518551,0.486522158,0.054249936,2
2.424816339,0.65297098,0.037303304,2
3.211563225,0.091990063,0.088111843,2
3.167760355,0.020516507,-0.224018471,2
2.601367498,0.337532135,-0.155382898,2
2.662290219,0.238895551,-0.170371722,2
2.433278963,0.191501558,0.013060755,2
4.055528333,0.10486947,0.040402555,2
2.946726549,0.133799884,0.005034057,2
3.151072783,0.290055768,0.075204249,2
3.196950968,0.350202515,-0.113978975,2
3.145075276,-0.094073074,-0.048830254,2
3.194034004,-0.036845206,-0.094747055,2
2.93882716,0.01189196,-0.041226196,2
5.320243721,-1.466663191,0.052853051,3
5.930785391,-1.548129844,-0.189706447,3
5.972695944,-1.416490263,-0.155130741,3
6.437224898,-1.783413867,-0.183145933,3
6.49014124,-1.818219953,-0.260034645,3
5.301992897,-1.457124827,-0.009334294,3
5.674196709,-1.035477733,-0.141693242,3
3.127794509,0.129446527,0.153273538,2
3.234988985,0.245190802,0.018507108,2
3.594300899,0.083011912,-0.023026964,2
3.551504331,0.256225358,-0.175994155,2
3.79304184,-0.169717153,-0.142879804,2
3.518106698,-0.214309328,-0.134085467,2
3.235565983,-0.103872538,-0.013132853,2
-1.89406098,0.175990826,0.829882112,5
-2.00421017,0.632982835,0.502254044,5
-2.446581638,0.762669683,0.769432828,5
-2.829786406,0.07757662,0.920208317,5
-2.813081202,-0.178838872,1.100863586,5
-2.947079063,-0.884160368,1.249138476,5
-3.015408989,-0.926528266,1.244542611,5
-2.814527203,-0.287368204,0.873418428,5
-2.740352524,-0.148276441,1.041388309,5
-2.823887741,-0.347736974,1.085910177,5
-2.355031035,-0.092951905,1.039528358,5
-2.225558563,0.44425719,0.817582775,5
-2.406677063,0.333650451,0.618841433,5
-2.498913304,-0.097792574,0.614854878,5
-2.322324472,0.306432599,0.622540617,5
-2.250930197,0.838673173,0.729836779,5
-2.19342005,0.688420094,0.758492855,5
-2.057198636,0.885422592,0.504635881,5
-2.468464247,0.905767316,0.562004662,5
-2.60937519,0.704965749,0.692542997,5
-2.704050737,0.401885803,0.789678036,5
-2.378152037,0.748210766,0.561790167,5
-2.241370162,1.344712276,0.168220028,5
-2.059242664,1.041876975,0.311517931,5
-1.761428935,1.392370017,0.622113323,5
-1.742720153,1.516747482,0.681227659,5
-2.056058661,1.360282997,0.511372145,5
-2.16899972,1.113088564,0.655633279,5
-1.999798491,1.689671336,0.349431792,5
-1.740906242,1.970108463,0.258674504,5
-1.949856552,1.668047144,0.202013879,5
-2.217324155,1.347577457,0.393648407,5
-2.202110516,1.381305005,-1.306813868,4
-2.731944653,0.67148561,-1.24057077,4
-2.885923735,0.260744377,-0.984471144,4
-3.077150755,-0.495057838,-0.699882873,4
-2.529279748,-0.044627925,-0.876342707,4
-2.525093174,0.005302355,-0.86121048,4
-3.036470365,-0.581090181,-0.805760038,4
-3.114299302,-0.655077884,-0.865840823,4
-3.076288361,-0.520867486,-0.706815198,4
-3.036289865,-0.48689499,-0.728513547,4
-2.945315144,-0.311286491,-0.821975189,4
-2.94613724,-0.339410599,-0.735751871,4
-3.038017204,-0.56294189,-0.654373363,4
-3.075850262,-0.5362388,-0.848874219,4
-3.06308553,-0.453996261,-0.804376938,4
-1.259181648,1.726164472,-0.39532056,4
-2.396549669,1.341717716,-0.051061917,4
-2.580190115,0.925093135,0.14501148,4
-2.695995964,0.573762237,0.195829732,4
-2.904242275,0.04894344,0.301009579,4
-2.751862211,0.34697563,0.414791656,4
-2.688637886,0.500348918,0.342636041,4
-1.89477743,0.852726807,0.275727073,4
-1.713861956,1.120130055,0.12471123,4
-2.037074261,1.043591107,-0.004987289,4
-2.397386363,0.967490208,-0.010129799,4
-2.393444325,0.833364719,0.284457771,4
-2.301053069,0.895345866,0.273773811,4
-2.585174469,0.194681913,0.39864736,4
-2.956052694,-0.227487443,0.508516403,4
-2.18365607,0.378809512,0.431168985,4
-2.198843865,0.270400903,0.484131873,4
-2.614687929,-0.080035008,0.54512259,4
-2.330809943,0.496882322,0.291474035,4
-2.407246453,0.825212128,0.256404162,4
-1.975145262,1.214335518,0.109641778,4
-2.026599061,0.25117001,-1.906683575,6
-2.874090957,-0.375022422,-1.809310648,6
-2.431594392,-0.091358242,-1.64153023,6
-2.364500986,0.200520413,-1.708382613,6
-2.730161408,-0.124627959,-1.827964002,6
-2.743884206,-0.416237078,-1.493949021,6
-2.898183811,-0.807176654,-1.565262547,6
-2.960557112,-1.200443802,-1.446645532,6
-2.975445051,-0.600984594,-1.480184226,6
-2.760179715,-0.663191805,-1.391719604,6
-2.763618745,-0.748690512,-1.361348668,6
-2.774269513,-0.298103297,-1.810340529,6
-2.718346275,-0.177088894,-1.687440045,6
-2.669982811,0.260709551,-1.837984826,6
-2.542399592,0.037110167,-1.736088317,6
-2.594274863,-0.196195363,-1.760860135,6
-2.685543831,-0.012998796,-1.864467433,6
-2.676184945,0.17104013,-2.095278894,6
-2.779959042,0.003646763,-2.073744534,6
-2.764943185,-0.273214178,-1.942673752,6
-2.70354937,-0.318927129,-1.940472465,6
-2.732362911,-0.184140366,-1.881840541,6
-2.779997139,-0.108713925,-1.945921157,6
-2.06495955,0.359351469,-1.921983622,6
-2.512639223,-0.476183321,-1.704888118,6
-2.772585111,-0.903803949,-1.566144269,6
-2.711819693,-1.297679523,-1.269303642,6
-2.822763912,-0.936281823,-1.43661225,6
-2.896803773,-1.290449723,-1.164299321,6
-2.764478656,-0.67143526,-1.473997379,6
-2.704249734,-0.975563901,-1.486481851,6
-2.746167985,-1.204268656,-1.427079116,6
-2.655637874,-0.388701552,-1.728580312,6
-2.348568758,-0.030821758,-1.894729164,6
-2.037001791,0.174949492,-2.131430743,6
-2.146609757,-0.169925321,-1.779376194,6
-2.531372501,-0.641513652,-1.401499598,6
-2.602610281,-0.612534141,-1.573076446,6
-2.510823003,-1.01567997,-1.262676644,6
-2.528278505,-1.351928866,-1.026118469,6
-2.862936114,-0.958212473,-1.588459685,6
-2.844295056,-0.896221971,-1.613901513,6
4.050265692,-0.637262975,0.262226048,1
4.831887349,-1.396155126,0.200967523,1
5.004465683,-1.352314033,0.109977862,1
5.031695995,-1.350003859,0.060216133,1
5.540554997,-1.588175519,0.024033597,1
5.522953862,-1.63729741,-0.008660924,1
5.189624509,-1.607777037,0.085510339,1
5.628024852,-2.002559602,0.077683126,1
5.546249372,-1.955017969,0.182091976,1
4.859763591,-1.511949136,-0.059666484,1
4.338770013,-1.113819168,0.09315236,1
4.760939292,-1.415526306,0.095104288,1
6.523150387,-2.398041645,0.283332835,1
4.441986659,-0.890260665,0.211212068,1
5.208585375,-1.38176159,0.16963081,1
5.002692022,-1.185272605,0.062995055,1
4.86426898,-1.095769278,-0.020359594,1
4.989137351,-1.422193853,-0.136227799,1
4.85849754,-1.197627568,0.081057861,1
5.520575892,-1.277429848,0.007011255,1
5.696738046,-1.626146649,0.095213662,1
5.052421159,-1.567400695,0.125172273,1
5.027038237,-1.697485309,0.103245635,1
5.392771769,-2.140283079,0.110547553,1
5.156801232,-1.71256369,-0.022619257,1
7.534852754,-2.928504278,-0.155075114,3
8.124941428,-3.091458717,-0.218988468,3
8.255363549,-3.449614284,-0.264499234,3
6.96517317,-2.668169469,0.071928576,3
7.433615386,-2.964253726,-0.057856778,3
7.087398567,-2.780738763,-0.062325483,3
9.686846514,-4.401785804,-0.252747629,3
9.459828974,-4.549482108,-0.255794674,3
7.959006698,-3.574718812,-0.007258637,3
7.523793781,-3.021988073,-0.130777686,3
8.17597529,-3.04272589,-0.062728939,3
8.650391848,-3.76568812,-0.140654771,3
